English Word,True Transliteration,Predicted Transliteration
manjilen,मंजिलें,मंजिलें
manzilein,मंजिलें,मंजिलें
manto,मंटो,मानतो
mantriyon,मंत्रियों,मंत्रियों
makrani,मकरानी,मकरानी
maksad,मक्सद,मकसद
makhdumpur,मखदुमपुर,मखडूमपुर
machaaye,मचाए,मचाए
machae,मचाए,मचाई
machaye,मचाए,मचाए
machaanon,मचानों,मचानों
machanno,मचानों,मचानों
machano,मचानों,मचानो
machanon,मचानों,मचानों
madaura,मढ़ौरा,मदौरा
madhuara,मढ़ौरा,मधुरा
madhura,मढ़ौरा,मधुरा
manipal,मणिपाल,मनिपाल
matpatron,मतपत्रों,मात्पत्रों
matthe,मत्थे,मत्ठे
matsyavatar,मत्स्यावतार,मत्स्यावतर
matsyavtar,मत्स्यावतार,मत्स्यावतर
masyendranath,मत्स्येंद्रनाथ,मस्येंद्रनाथ
matsyendranath,मत्स्येंद्रनाथ,मत्स्येंद्रनाथ
madhupur,मधुपुर,मधुपुर
manmarji,मनमर्जी,मनमार्जी
manae,मनाए,मनाई
manaye,मनाए,मनाये
mnaey,मनाए,मनाइय
mam,मम,माम
mum,मम,मूम
maryokar,मयोर्का,मर्योकर
mayorka,मयोर्का,मेयरका
mayorkaa,मयोर्का,मेयरका
mardaani,मरदानी,मर्दानी
mardani,मरदानी,मर्दानी
marmar,मरमर,मर्मर
murmur,मरमर,मुरमुर
maratha,मराठा,मराठा
marathi,मराठी,मराठी
marji,मर्जी,मार्जी
mardanagi,मर्दानगी,मर्दानेगी
mardangi,मर्दानगी,मर्दंगी
mardo,मर्दों,मरदो
mardon,मर्दों,मारदों
maryaadaa,मर्यादा,मर्याडा
maryada,मर्यादा,मर्यदा
maryaadaaon,मर्यादाओं,मर्यादाओं
maryadaon,मर्यादाओं,मर्यदाओं
malaga,मलागा,मालागा
malaar,मलार,मलार
malar,मलार,मालर
mashrak,मशरक,मशरक
masaaledaar,मसालेदार,मसालेदार
masaledaar,मसालेदार,मसालेदार
masaledar,मसालेदार,मसालेडार
masoor,मसूर,मसूर
masur,मसूर,मसूर
masse,मस्से,मेसे
mahakane,महकने,महाकाने
mahakne,महकने,महाकने
mahkane,महकने,महकाने
mehkane,महकने,मेहकाने
mahalon,महलों,महालों
mahlon,महलों,महलों
mahagranth,महाग्रंथ,महाग्रंथ
mhagranth,महाग्रंथ,महाग्रंठ
mahajan,महाजन,महाजन
mhajan,महाजन,महाजन
mahathir,महाथिर,महातिर
mhathir,महाथिर,महाठिर
mahanatam,महानतम,महानतम
mahantam,महानतम,महंतम
mhantam,महानतम,महांतम
mahanideshak,महानिदेशक,महानीदेशक
mahanirdeshak,महानिदेशक,महानिर्देशक
mhanideshak,महानिदेशक,महानाइशेक
mahapauron,महापौरों,महापौरों
mhapauron,महापौरों,महापौरों
mahapran,महाप्राण,महाप्रण
mhapran,महाप्राण,महापरण
mahamantr,महामंत्र,महामंत्र
mahamantra,महामंत्र,महामंत्र
mhamantra,महामंत्र,महामंत्र
maharaja,महाराजा,महाराजा
mahavigyan,महाविज्ञान,महाविज्ञान
mhavidyan,महाविज्ञान,महाविद्यान
mahavidya,महाविद्या,महाविधा
mhavidya,महाविद्या,महाविद्या
mahavishnu,महाविष्णु,महाविश्णुण
mahasingh,महासिंह,महासिंह
mahasinh,महासिंह,महासिंह
mahipal,महिपाल,महिपाल
mahin,महीन,माहिन
mahinon,महीनों,माहिनों
maang,मांग,मांग
mang,मांग,मंग
mangani,मांगनी,मंगानी
mangni,मांगनी,मांगनी
maanga,मांगा,मांगा
manga,मांगा,मंगा
maangi,मांगी,मांगी
mangi,मांगी,मंगी
maange,मांगे,मांगे
mange,मांगे,मागें
mango,मांगो,मंगों
maori,माओरी,मारी
maajin,माजिन,माजिन
majin,माजिन,मजीन
mathe,माथे,मठे
mathey,माथे,मैथे
maap,माप,माप
map,माप,मैप
mop,माप,मोप
mamooli,मामूली,ममूली
mamuli,मामूली,मामूली
mame,मामे,माम
maarvaad,मारवाड़,मारवाद
marvad,मारवाड़,मारवाद
marwar,मारवाड़,मारवार
maariya,मारिया,मारिया
mariya,मारिया,मरिया
maariyo,मारियो,मारियो
mario,मारियो,मारिओ
mariyo,मारियो,मारियो
martha,मार्था,मार्थ
maalish,मालिश,मालिश
malish,मालिश,मालिश
mave,मावे,मावे
mavey,मावे,मवे
maas,मास,मांस
mas,मास,मस
mass,मास,मास
maason,मासों,माजों
mason,मासों,मसों
mitaao,मिटाओ,मिटाओ
mitao,मिटाओ,मिटाओ
mithaai,मिठाई,मिठाई
mithai,मिठाई,मिथाई
media,मिडिया,मेडिया
mithila,मिथिला,मिथिला
mithilanchal,मिथिलांचल,मिथिलेंचल
mithya,मिथ्या,मीठ्या
mimicry,मिमिक्री,मिमिक्री
milkiyat,मिल्कियत,मिलकियत
misha,मिशा,मिशा
mungeri,मुंगेरी,मूंगेरी
mundva,मुंडवा,मूंडवा
mundwa,मुंडवा,मूंडवा
munshiganj,मुंशीगंज,मुंशिगंज
mukarte,मुकरते,मुकरते
mukartey,मुकरते,मुकरते
mukhopadhyaya,मुखोपाध्याय,मुखोपाध्याय
mukhyopadhyaay,मुखोपाध्याय,मुख्यूपाध्याय
mukhyamantri,मुख्यमंत्री,मुख्यमंत्री
munaf,मुनाफ,मुनफ
munafa,मुनाफा,मुनफा
munnu,मुन्नू,मुन्नु
mufalisi,मुफलिसी,मुफलिसी
muflisi,मुफलिसी,मफलिसी
mubarakpur,मुबारकपुर,मुबारकपुर
mubarkpur,मुबारकपुर,मुबारकपुर
murjha,मुर्झा,मुरझा
multae,मुल्ताई,मुलताए
multai,मुल्ताई,मुलताई
mushahid,मुशाहिद,मुशहिद
muhavare,मुहावरे,मुहावरे
muhavre,मुहावरे,मुहावरे
mooth,मूठ,मूथ
muth,मूठ,मूठ
mood,मूड,मूद
mud,मूड,मुड़
moodi,मूडी,मूडी
moody,मूडी,मूद्य
mool,मूल,मूल
mul,मूल,मूल
moolchand,मूलचंद,मूलचंद
mulchand,मूलचंद,मूलचंद
moolar,मूलर,मूलर
mular,मूलर,मूलार
muller,मूलर,म्यूलर
moolon,मूलों,मूलों
mulon,मूलों,मूलों
maxico,मेक्सिको,मैक्सिको
mexico,मेक्सिको,मैक्सिको
mega,मेगा,मेगा
megapixal,मेगापिक्सल,मेगापिक्सल
megapixel,मेगापिक्सल,मेगापिक्सल
mejbaan,मेजबान,मेजबान
mejban,मेजबान,मेजबन
mezbaan,मेजबान,मेजबान
mejabani,मेजबानी,मेजाबनी
mejbaani,मेजबानी,मेजबानी
mejbani,मेजबानी,मेजबानी
